settlement_id,payment_id,amount,fee_deducted,tax_deducted,utr,expected_credit_date,settled_at,status,source
SET-0919,PAY-0919,1101.62,22.56,4.06,UTR00000919,2025-03-21,2025-03-22T16:12:08Z,PROCESSED,
SET-0920,PAY-0920,473.02,9.69,1.74,UTR00000920,2025-03-21,2025-03-21T12:32:04Z,PROCESSED,
SET-0921,PAY-0921,178.55,0.72,0.13,UTR00000921,2025-03-21,2025-03-22T20:55:51Z,PROCESSED,
SET-0921-2,PAY-0921-2,119.03,0.48,0.09,UTR00000921B,2025-03-21,2025-03-21T20:55:51Z,PROCESSED,
SET-0922,PAY-0922,900.01,18.44,3.32,UTR00000922,2025-03-21,2025-03-22T16:14:46Z,PROCESSED,
SET-0923,PAY-0923,711.55,2.86,0.51,UTR00000923,2025-03-21,2025-03-22T20:06:44Z,PROCESSED,
SET-0923-2,PAY-0923-2,474.36,1.91,0.34,UTR00000923B,2025-03-21,2025-03-22T20:06:44Z,PROCESSED,
SET-0924,PAY-0924,2786.92,73.23,13.18,UTR00000924,2025-03-21,2025-03-22T21:34:27Z,PROCESSED,
SET-0925,PAY-0925,1760.8,11.17,2.01,UTR00000925,2025-03-22,2025-03-22T05:17:46Z,PROCESSED,
SET-0926,PAY-0926,882.18,18.07,3.25,UTR00000926,2025-03-21,2025-03-21T23:44:27Z,PROCESSED,
SET-0927,PAY-0927,847.15,3.4,0.61,UTR00000927,2025-03-22,2025-03-22T07:06:31Z,PROCESSED,
SET-0929,PAY-0929,222.77,1.2,0.22,UTR00000929,2025-03-22,2025-03-23T07:25:13Z,PROCESSED,
SET-0930,PAY-0930,981.57,20.11,3.62,UTR00000930,2025-03-22,2025-03-23T08:17:45Z,PROCESSED,
SET-0931,PAY-0931,4536.71,92.93,16.73,UTR00000931,2025-03-22,2025-03-23T13:21:19Z,PROCESSED,
SET-0932,PAY-0932,1149.61,4.98,0.9,UTR00000932,2025-03-22,2025-03-23T17:02:10Z,PROCESSED,
SET-0933,PAY-0933,2541.34,10.21,1.84,UTR00000933,2025-03-22,2025-03-22T13:52:55Z,PROCESSED,
SET-0934,PAY-0934,481.8,9.36,1.68,UTR00000934,2025-03-22,2025-03-23T19:52:19Z,PROCESSED,
SET-0936,PAY-0936,2508.55,51.38,9.25,UTR00000936,2025-03-22,2025-03-23T22:46:02Z,PROCESSED,
SET-0937,PAY-0937,978.03,3.93,0.71,UTR00000937,2025-03-23,2025-03-23T02:47:56Z,PROCESSED,
SET-0938,PAY-0938,882.91,3.55,0.64,UTR00000938,2025-03-23,2025-03-23T00:39:45Z,PROCESSED,
SET-0939,PAY-0939,189.5,1.2,0.22,UTR00000939,2025-03-23,2025-03-24T07:12:30Z,PROCESSED,
SET-0940,PAY-0940,1484.51,5.97,1.07,UTR00000940,2025-03-23,2025-03-24T05:29:01Z,PROCESSED,
SET-0941,PAY-0941,3403.13,12.0,2.16,UTR00000941,2025-03-23,2025-03-24T05:33:04Z,PROCESSED,
SET-0942,PAY-0942,1589.43,6.39,1.15,UTR00000942,2025-03-23,2025-03-23T11:26:11Z,PROCESSED,
SET-0943,PAY-0943,4855.32,99.45,17.9,UTR00000943,2025-03-23,2025-03-24T13:20:49Z,PROCESSED,
SET-0944,PAY-0944,1919.05,12.0,2.16,UTR00000944,2025-03-23,2025-03-24T16:31:31Z,PROCESSED,
SET-0945,PAY-0945,1444.25,28.07,5.05,UTR00000945,2025-03-23,2025-03-24T18:09:15Z,PROCESSED,
SET-0946,PAY-0946,1006.38,20.61,3.71,UTR00000946,2025-03-23,2025-03-23T14:33:21Z,PROCESSED,
SET-0947,PAY-0947,642.96,3.31,0.6,UTR00000947,2025-03-23,2025-03-24T22:29:27Z,PROCESSED,
SET-0948,PAY-0948,10419.49,12.0,2.16,UTR00000948,2025-03-24,2025-03-24T00:45:59Z,PROCESSED,
SET-0949,PAY-0949,4550.88,93.22,16.78,UTR00000949,2025-03-23,2025-03-24T20:41:51Z,PROCESSED,
SET-0950,PAY-0950,904.38,18.52,3.33,UTR00000950,2025-03-23,2025-03-24T23:56:10Z,PROCESSED,
SET-0951,PAY-0951,2177.41,8.75,1.57,UTR00000951,2025-03-23,2025-03-24T23:59:12Z,PROCESSED,
SET-0953,PAY-0953,406.41,8.32,1.5,UTR00000953,2025-03-24,2025-03-24T03:01:56Z,PROCESSED,
SET-0954,PAY-0954,1186.97,24.31,4.38,UTR00000954,2025-03-24,2025-03-25T07:32:10Z,PROCESSED,
SET-0955,PAY-0955,4800.68,19.29,3.47,UTR00000955,2025-03-24,2025-03-25T11:50:07Z,PROCESSED,
SET-0956,PAY-0956,733.3,2.95,0.53,UTR00000956,2025-03-24,2025-03-25T14:39:27Z,PROCESSED,
SET-0957,PAY-0957,1145.96,12.0,2.16,UTR00000957,2025-03-24,2025-03-25T13:48:23Z,PROCESSED,
SET-0958,PAY-0958,506.52,2.72,0.49,UTR00000958,2025-03-24,2025-03-25T15:53:54Z,PROCESSED,
SET-0959,PAY-0959,919.24,3.69,0.66,UTR00000959,2025-03-24,2025-03-24T20:41:39Z,PROCESSED,
SET-0960,PAY-0960,490.6,10.05,1.81,UTR00000960,2025-03-24,2025-03-24T17:53:20Z,PROCESSED,
SET-0961,PAY-0961,1385.49,28.38,5.11,UTR00000961,2025-03-24,2025-03-24T18:40:25Z,PROCESSED,
SET-0962,PAY-0962,7824.7,189.12,34.04,UTR00000962,2025-03-25,2025-03-26T01:16:08Z,PROCESSED,
SET-0963,PAY-0963,202.29,6.56,1.18,UTR00000963,2025-03-25,2025-03-26T04:03:50Z,PROCESSED,
SET-0964,PAY-0964,642.48,24.72,4.45,UTR00000964,2025-03-25,2025-03-26T07:14:08Z,PROCESSED,
SET-0965,PAY-0965,1170.21,23.97,4.31,UTR00000965,2025-03-25,2025-03-26T07:16:57Z,PROCESSED,
SET-0966,PAY-0966,6940.74,142.17,25.59,UTR00000966,2025-03-25,2025-03-25T05:40:54Z,PROCESSED,
SET-0967,PAY-0967,1024.71,4.12,0.74,UTR00000967,2025-03-25,2025-03-25T06:17:48Z,PROCESSED,
SET-0968,PAY-0968,7992.31,32.12,5.78,UTR00000968,2025-03-25,2025-03-26T13:36:47Z,PROCESSED,
SET-0969,PAY-0969,297.58,1.2,0.22,UTR00000969,2025-03-25,2025-03-26T16:11:46Z,PROCESSED,
SET-0970,PAY-0970,499.94,2.01,0.36,UTR00000970,2025-03-25,2025-03-26T13:48:29Z,PROCESSED,
SET-0972,PAY-0972,1216.77,24.92,4.49,UTR00000972,2025-03-25,2025-03-26T21:05:12Z,PROCESSED,
SET-0973,PAY-0973,736.36,17.8,3.2,UTR00000973,2025-03-25,2025-03-26T22:13:18Z,PROCESSED,
SET-0974,PAY-0974,3401.24,66.11,11.9,UTR00000974,2025-03-26,2025-03-26T01:59:11Z,PROCESSED,
SET-0975,PAY-0975,779.75,15.97,2.87,UTR00000975,2025-03-25,2025-03-25T21:39:15Z,PROCESSED,
SET-0976,PAY-0976,2320.12,45.09,8.12,UTR00000976,2025-03-26,2025-03-26T05:41:51Z,PROCESSED,
SET-0977,PAY-0977,2171.85,42.21,7.6,UTR00000977,2025-03-26,2025-03-26T05:29:58Z,PROCESSED,
SET-0978,PAY-0978,1150.28,23.56,4.24,UTR00000978,2025-03-26,2025-03-27T09:22:11Z,PROCESSED,
SET-0979,PAY-0979,299.32,12.0,2.16,UTR00000979,2025-03-26,2025-03-26T04:31:03Z,PROCESSED,
SET-0980,PAY-0980,5013.61,136.58,24.58,UTR00000980,2025-03-26,2025-03-27T09:12:08Z,PROCESSED,
SET-0981,PAY-0981,508.33,12.0,2.16,UTR00000981,2025-03-26,2025-03-26T12:47:19Z,PROCESSED,
SET-0983,PAY-0983,437.33,12.0,2.16,UTR00000983,2025-03-26,2025-03-27T17:45:24Z,PROCESSED,
SET-0984,PAY-0984,14474.64,58.17,10.47,UTR00000984,2025-03-26,2025-03-26T17:00:23Z,PROCESSED,
SET-0985,PAY-0985,1406.45,27.34,4.92,UTR00000985,2025-03-26,2025-03-26T16:09:32Z,PROCESSED,
SET-0986,PAY-0986,1496.79,36.18,6.51,UTR00000986,2025-03-26,2025-03-27T22:02:04Z,PROCESSED,
SET-0988,PAY-0988,327.25,8.64,1.56,UTR00000988,2025-03-27,2025-03-28T00:19:51Z,PROCESSED,
SET-0989,PAY-0989,540.05,11.06,1.99,UTR00000989,2025-03-26,2025-03-27T23:14:17Z,PROCESSED,
SET-0990,PAY-0990,1337.2,28.85,5.19,UTR00000990,2025-03-27,2025-03-28T08:45:13Z,PROCESSED,
SET-0991,PAY-0991,1329.8,27.24,4.9,UTR00000991,2025-03-27,2025-03-28T06:44:32Z,PROCESSED,
SET-0992,PAY-0992,1757.67,12.0,2.16,UTR00000992,2025-03-27,2025-03-27T12:18:06Z,PROCESSED,
SET-0994,PAY-0994,291.94,5.98,1.08,UTR00000994,2025-03-27,2025-03-27T09:34:23Z,PROCESSED,
SET-0995,PAY-0995,1509.64,30.92,5.57,UTR00000995,2025-03-27,2025-03-28T14:27:22Z,PROCESSED,
SET-0996,PAY-0996,1130.1,6.42,1.16,UTR00000996,2025-03-27,2025-03-27T15:42:18Z,PROCESSED,
SET-0997,PAY-0997,292.3,5.68,1.02,UTR00000997,2025-03-27,2025-03-27T20:05:28Z,PROCESSED,
SET-0998,PAY-0998,6282.96,12.0,2.16,UTR00000998,2025-03-27,2025-03-28T23:44:50Z,PROCESSED,
SET-0999,PAY-0999,248.99,9.56,1.72,UTR00000999,2025-03-27,2025-03-28T22:17:11Z,PROCESSED,
SET-1000,PAY-1000,465.75,14.6,2.63,UTR00001000,2025-03-28,2025-03-29T02:26:17Z,PROCESSED,
SET-9001,PAY-9001,9514.00,200.00,36.00,UTR009001,2025-04-04,2025-04-04T10:05:00Z,PROCESSED,RAZORPAY
