evidence_id,case_id,recon_result_id,evidence_kind,source_system,source_reference,description,payload_sha256,collected_at
EVID-00401,CASE-0117,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00121,SETTLEMENT_MISMATCH detected 1988.32 by FR-SETTLE-TIMING-001,421c0edbe46de454eccb736662bd224ac1e22ada11b85f5fa516317cac910fb2,2025-04-05T00:00:00Z
EVID-00402,CASE-0117,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-TIMING-001,rule FR-SETTLE-TIMING-001 evaluated to LEAKAGE,b79283de7eb4efad69416f338e689ba8b43387b257b2380aac57faaf97f63c92,2025-04-05T00:00:00Z
EVID-00403,CASE-0117,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000773axkkkk,raw gateway payload for payment pay_000773axkkkk,9f75fd8eb098830fb3e065e92768ac5b49fbdbb8d6e5662e79dd3d457d9a0ccb,2025-04-05T00:00:00Z
EVID-00404,CASE-0118,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00122,FEE_DISCREPANCY detected 1.77 by FR-FEE-EXCESS-001,4ded0052a9b3524e70991a0677c53ede37192a06a1a9e230f392ef5650f817cb,2025-04-05T00:00:00Z
EVID-00405,CASE-0118,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00406,CASE-0118,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000781axkkkkkk,raw gateway payload for payment pay_000781axkkkkkk,332b111d8dced1aff9b60aaa3c7545c4f52b4ee3724b6420c5e1c6fb189db056,2025-04-05T00:00:00Z
EVID-00407,CASE-0118,,RATE_CARD,CFG,cfg.rate_cards:RC-UPI-2025,applicable rate card RC-UPI-2025,6c366592a22d55351ed96af92fc67fb55c824bdc45180501b49acb478d3fc036,2025-04-05T00:00:00Z
EVID-00408,CASE-0119,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00123,REFUND_ECONOMICS detected 63.71 by FR-REFUND-ECON-001,21db2e5481d31e9fee9383224c81915ba30e0abd13f36a728a1483fcede702ea,2025-04-05T00:00:00Z
EVID-00409,CASE-0119,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-REFUND-ECON-001,rule FR-REFUND-ECON-001 evaluated to LEAKAGE,072d2128cf5c3e963a54ce66aed510d191691f928efa61d5d53195f5ca83dd54,2025-04-05T00:00:00Z
EVID-00410,CASE-0119,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000789axkkkkkkkkk,raw gateway payload for payment pay_000789axkkkkkkkkk,7ab22693bf28cb6f66b026be2f9a902094adfbbdc1db2fbb0932aee7f3443198,2025-04-05T00:00:00Z
EVID-00411,CASE-0120,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00124,FEE_DISCREPANCY detected 25.92 by FR-FEE-EXCESS-001,5f07b1eea68712e432847f72c98b3c26103491e736e34e7b9e4feb1aacf069dd,2025-04-05T00:00:00Z
EVID-00412,CASE-0120,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00413,CASE-0120,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000796axkkkkkk,raw gateway payload for payment pay_000796axkkkkkk,e31ebf70578be3057f4f677fb3a2341875287be7782274bdb667303592df4344,2025-04-05T00:00:00Z
EVID-00414,CASE-0120,,RATE_CARD,CFG,cfg.rate_cards:RC-CARD-2025,applicable rate card RC-CARD-2025,1bcea65058a6759a002a5283d9a4c2181d179ea3ee659aa3cd2f3d22a2c2cb3e,2025-04-05T00:00:00Z
EVID-00415,CASE-0121,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00125,SETTLEMENT_MISMATCH detected 1616.44 by FR-SETTLE-TIMING-001,cdadc0c1a54d2325cce51b6ca8502419e81d49225ecd44c1999c0bbf3f8b9292,2025-04-05T00:00:00Z
EVID-00416,CASE-0121,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-TIMING-001,rule FR-SETTLE-TIMING-001 evaluated to LEAKAGE,b79283de7eb4efad69416f338e689ba8b43387b257b2380aac57faaf97f63c92,2025-04-05T00:00:00Z
EVID-00417,CASE-0121,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000807axkkkkkkkkkk,raw gateway payload for payment pay_000807axkkkkkkkkkk,352526fa32d72a20ac43d47afe1b5d46f658e77d4aa2e4e401efefa2931a369f,2025-04-05T00:00:00Z
EVID-00418,CASE-0122,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00126,SETTLEMENT_MISMATCH detected 531.04 by FR-SETTLE-TIMING-001,95aa8d398c63a1b35f75a5ef58f88577fdebc13d38964a378403ff20ff5cde60,2025-04-05T00:00:00Z
EVID-00419,CASE-0122,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-TIMING-001,rule FR-SETTLE-TIMING-001 evaluated to LEAKAGE,b79283de7eb4efad69416f338e689ba8b43387b257b2380aac57faaf97f63c92,2025-04-05T00:00:00Z
EVID-00420,CASE-0122,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000812axkkkkkkkk,raw gateway payload for payment pay_000812axkkkkkkkk,66747da83ce041d01d3ef19b6b6f453daa4adf313636e4bf7713974b4e441da6,2025-04-05T00:00:00Z
EVID-00421,CASE-0123,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00127,FEE_DISCREPANCY detected 4.74 by FR-FEE-EXCESS-001,ad16bbae9b2d6af92c97e1b36901bf1a765dc0a31174171962eccc2fa43a47d4,2025-04-05T00:00:00Z
EVID-00422,CASE-0123,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00423,CASE-0123,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00128,SETTLEMENT_MISMATCH detected 62.7 by FR-SETTLE-CALC-001,30d2f0fc76c785734a39040520b15286e7b1199ae5004a50d2cd25f27049d693,2025-04-05T00:00:00Z
EVID-00424,CASE-0123,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00425,CASE-0123,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000815axkkkkkkkkk,raw gateway payload for payment pay_000815axkkkkkkkkk,7cfb352a27c1192465ef39648b25a8e3e8ec74f564976d575aa29006a8c61429,2025-04-05T00:00:00Z
EVID-00426,CASE-0124,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00129,SETTLEMENT_MISMATCH detected 14.34 by FR-SETTLE-CALC-001,d8343a55b864d5cc50dfeaacc544eef39c54898ca2ce17fb669cafd009d9a7f2,2025-04-05T00:00:00Z
EVID-00427,CASE-0124,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00428,CASE-0124,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000816axkkkkk,raw gateway payload for payment pay_000816axkkkkk,ef6f72492c7ad0426c2b639ddd602107f80211f5f0cad6031774fc8c1fad0d6d,2025-04-05T00:00:00Z
EVID-00429,CASE-0125,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00130,REFUND_ECONOMICS detected 474.13 by FR-REFUND-ECON-001,8d5e79ff1958c3af83d25b99b2bd03ceb2ccc80e5136d037445daf6ab77c55cc,2025-04-05T00:00:00Z
EVID-00430,CASE-0125,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-REFUND-ECON-001,rule FR-REFUND-ECON-001 evaluated to LEAKAGE,072d2128cf5c3e963a54ce66aed510d191691f928efa61d5d53195f5ca83dd54,2025-04-05T00:00:00Z
EVID-00431,CASE-0125,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000825axkkkkk,raw gateway payload for payment pay_000825axkkkkk,4a98ae11652085f8a5924ccefbbf5113a9e3558dd640ce68d978c7e0efb4eec1,2025-04-05T00:00:00Z
EVID-00432,CASE-0126,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00131,FEE_DISCREPANCY detected 5.27 by FR-FEE-EXCESS-001,11dacb6d10bf70e4db91f6cd68bf3b01021eda0f59abf2bbb738b0edb2daf7b2,2025-04-05T00:00:00Z
EVID-00433,CASE-0126,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00434,CASE-0126,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000834axkkkkk,raw gateway payload for payment pay_000834axkkkkk,379c8d9152acded7c974525cd7523317254e172b96e3ee32011ea9e28b49cc2e,2025-04-05T00:00:00Z
EVID-00435,CASE-0126,,RATE_CARD,CFG,cfg.rate_cards:RC-UPI-2025,applicable rate card RC-UPI-2025,6c366592a22d55351ed96af92fc67fb55c824bdc45180501b49acb478d3fc036,2025-04-05T00:00:00Z
EVID-00436,CASE-0127,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00132,REFUND_ECONOMICS detected 38.64 by FR-REFUND-ECON-001,0afbfad84d870b1a34be401fe79bbab810c96f3a5b87a9a122991a07eeda6b6d,2025-04-05T00:00:00Z
EVID-00437,CASE-0127,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-REFUND-ECON-001,rule FR-REFUND-ECON-001 evaluated to LEAKAGE,072d2128cf5c3e963a54ce66aed510d191691f928efa61d5d53195f5ca83dd54,2025-04-05T00:00:00Z
EVID-00438,CASE-0127,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000835axkkkkk,raw gateway payload for payment pay_000835axkkkkk,b5ae1f4f74e4ff79d25b4093c141595b6a93d8ff3dd6dbdc5f4e39691ad9450a,2025-04-05T00:00:00Z
EVID-00439,CASE-0128,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00133,SETTLEMENT_MISMATCH detected 65.58 by FR-SETTLE-CALC-001,921baf5f57e8b77e3aeee7c0767c21d2a7e8b24ce3995b8d62d24e2277b8633a,2025-04-05T00:00:00Z
EVID-00440,CASE-0128,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00441,CASE-0128,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000837axkkkkk,raw gateway payload for payment pay_000837axkkkkk,d0f0a9ecd28e4196b2f42b2cc01dc04325e9b4fa56329042d69f7497247e4f8b,2025-04-05T00:00:00Z
EVID-00442,CASE-0129,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00134,SETTLEMENT_MISMATCH detected 66.48 by FR-SETTLE-CALC-001,4d294bce6516c5c4d9f24ff14622822ee7dd800cf330213c144e3dfe0576b60b,2025-04-05T00:00:00Z
EVID-00443,CASE-0129,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00444,CASE-0129,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000840axkkkkkkk,raw gateway payload for payment pay_000840axkkkkkkk,7d2feaec9bc21899e5397f1ab50c7cab12297e288938eb2579c6bc179090519a,2025-04-05T00:00:00Z
EVID-00445,CASE-0130,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00135,SETTLEMENT_MISMATCH detected 1291.07 by FR-SETTLE-TIMING-001,3021c875e2664db505a31e690d4d1af635bbdd5c468ffffe031d4e6502023107,2025-04-05T00:00:00Z
EVID-00446,CASE-0130,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-TIMING-001,rule FR-SETTLE-TIMING-001 evaluated to LEAKAGE,b79283de7eb4efad69416f338e689ba8b43387b257b2380aac57faaf97f63c92,2025-04-05T00:00:00Z
EVID-00447,CASE-0130,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000844axkkkkkkk,raw gateway payload for payment pay_000844axkkkkkkk,812af4839567cde05c6b48466d5b87b9a60fe31cbc90080fdf65278d8ba559da,2025-04-05T00:00:00Z
EVID-00448,CASE-0131,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00136,FEE_DISCREPANCY detected 20.81 by FR-FEE-EXCESS-001,4e5cc4a8341de12133dc26045308f7d6f47ed9c3ce2312fdaefa80a87110a6e5,2025-04-05T00:00:00Z
EVID-00449,CASE-0131,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00450,CASE-0131,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000849axkkkk,raw gateway payload for payment pay_000849axkkkk,3b7608f4e9e89a750adbf9f8aca6c9ea071e165b18193411a34ef77ed456e6e1,2025-04-05T00:00:00Z
EVID-00451,CASE-0131,,RATE_CARD,CFG,cfg.rate_cards:RC-UPI-2025,applicable rate card RC-UPI-2025,6c366592a22d55351ed96af92fc67fb55c824bdc45180501b49acb478d3fc036,2025-04-05T00:00:00Z
EVID-00452,CASE-0132,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00137,SETTLEMENT_MISMATCH detected 66.74 by FR-SETTLE-CALC-001,1efc4442acf69e6a1b3fe134ad6895bc0145a3c841b5e0cb30623cbbe6d38eb5,2025-04-05T00:00:00Z
EVID-00453,CASE-0132,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00454,CASE-0132,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000857axkkkkkkkk,raw gateway payload for payment pay_000857axkkkkkkkk,81cb0852a175d58af692639d28eb127342a9ef3690446bfceca9f949712be1eb,2025-04-05T00:00:00Z
EVID-00455,CASE-0133,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00138,REFUND_ECONOMICS detected 2.43 by FR-REFUND-ECON-001,02a5dbaca3828ad09303df9fcead2349f379837c7fce511939674064ecd13813,2025-04-05T00:00:00Z
EVID-00456,CASE-0133,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-REFUND-ECON-001,rule FR-REFUND-ECON-001 evaluated to LEAKAGE,072d2128cf5c3e963a54ce66aed510d191691f928efa61d5d53195f5ca83dd54,2025-04-05T00:00:00Z
EVID-00457,CASE-0133,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000872axkkkk,raw gateway payload for payment pay_000872axkkkk,03e1dc449331aedbf00c42ba69835d0386836b468eda4eec91bf59d5cb406f64,2025-04-05T00:00:00Z
EVID-00458,CASE-0134,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00139,FEE_DISCREPANCY detected 5.98 by FR-FEE-EXCESS-001,0e40d612ee284d982d49758a83151a6d1d001d61850552a5fe3d67d39c565635,2025-04-05T00:00:00Z
EVID-00459,CASE-0134,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00460,CASE-0134,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000873axkkkkk,raw gateway payload for payment pay_000873axkkkkk,f4ca887da744d70c710adc009fca6d2834b643298abd42e338742f870af968c6,2025-04-05T00:00:00Z
EVID-00461,CASE-0134,,RATE_CARD,CFG,cfg.rate_cards:RC-UPI-2025,applicable rate card RC-UPI-2025,6c366592a22d55351ed96af92fc67fb55c824bdc45180501b49acb478d3fc036,2025-04-05T00:00:00Z
EVID-00462,CASE-0135,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00140,REFUND_ECONOMICS detected 4.47 by FR-REFUND-ECON-001,65fc433eb701881c266a30856810337606c74fd2df1a7047fe310304f80d457e,2025-04-05T00:00:00Z
EVID-00463,CASE-0135,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-REFUND-ECON-001,rule FR-REFUND-ECON-001 evaluated to LEAKAGE,072d2128cf5c3e963a54ce66aed510d191691f928efa61d5d53195f5ca83dd54,2025-04-05T00:00:00Z
EVID-00464,CASE-0135,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000877axkkkkkk,raw gateway payload for payment pay_000877axkkkkkk,a8901b1fa296b18a936cf561556768f2ee27766b6eb47c9eb8dc5df8a52cb91b,2025-04-05T00:00:00Z
EVID-00465,CASE-0136,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00141,FEE_DISCREPANCY detected 144.17 by FR-FEE-EXCESS-001,43467f65fbc973e57a0959b07f6725449d1444680247c6328ca0ed2dd02c1838,2025-04-05T00:00:00Z
EVID-00466,CASE-0136,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00467,CASE-0136,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000884axkkkkkkk,raw gateway payload for payment pay_000884axkkkkkkk,609ed29ee78fa4f35698bc88acd724989c85192c0e33c23f4e98dc9faf0ede1d,2025-04-05T00:00:00Z
EVID-00468,CASE-0136,,RATE_CARD,CFG,cfg.rate_cards:RC-CARD-2025,applicable rate card RC-CARD-2025,1bcea65058a6759a002a5283d9a4c2181d179ea3ee659aa3cd2f3d22a2c2cb3e,2025-04-05T00:00:00Z
EVID-00469,CASE-0137,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00142,SETTLEMENT_MISMATCH detected 27.51 by FR-SETTLE-CALC-001,7ac9fd41e8a1439efb9fc5e83ce9c10d54030e520acbe8f87bcafaf43a7ce2ef,2025-04-05T00:00:00Z
EVID-00470,CASE-0137,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00471,CASE-0137,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000893axkkkkkkkkkk,raw gateway payload for payment pay_000893axkkkkkkkkkk,2c0fa07ab2ec304ab5f61720f999904d4aec5399637f1c7162d78ef1d9d4d763,2025-04-05T00:00:00Z
EVID-00472,CASE-0138,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00143,FEE_DISCREPANCY detected 3.94 by FR-FEE-EXCESS-001,90ee9dab1b4a7dfa4acffab726f4cc438d0d04686214b06f2473ca08f65f338f,2025-04-05T00:00:00Z
EVID-00473,CASE-0138,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00474,CASE-0138,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000902axkkkkkkkk,raw gateway payload for payment pay_000902axkkkkkkkk,39acd4292f88db7123ec32e5f828b86db1998eafac2bbf93846e9fb4856ccc69,2025-04-05T00:00:00Z
EVID-00475,CASE-0138,,RATE_CARD,CFG,cfg.rate_cards:RC-UPI-2025,applicable rate card RC-UPI-2025,6c366592a22d55351ed96af92fc67fb55c824bdc45180501b49acb478d3fc036,2025-04-05T00:00:00Z
EVID-00476,CASE-0139,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00144,FEE_DISCREPANCY detected 17.3 by FR-FEE-EXCESS-001,71b33625d85c96ce49be68fee628b8cee6d8602e3e100944d19610859028a967,2025-04-05T00:00:00Z
EVID-00477,CASE-0139,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00478,CASE-0139,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00145,SETTLEMENT_MISMATCH detected 55.18 by FR-SETTLE-CALC-001,e9841308216b04cc0a6179eb44ed83ade5ca7a1f5f6605dafeeaa9a9136694a1,2025-04-05T00:00:00Z
EVID-00479,CASE-0139,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00480,CASE-0139,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000924axkkkkkkkkk,raw gateway payload for payment pay_000924axkkkkkkkkk,3640141c1409ddc2ad300231e5bfb18cebce3948363434df4fa3d34c3b8fcd73,2025-04-05T00:00:00Z
EVID-00481,CASE-0140,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00146,SETTLEMENT_MISMATCH detected 433.87 by FR-SETTLE-TIMING-001,ba569b0f6be617925f83893c3198f2f6b67b428cedaf768dda702a42807f481a,2025-04-05T00:00:00Z
EVID-00482,CASE-0140,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-TIMING-001,rule FR-SETTLE-TIMING-001 evaluated to LEAKAGE,b79283de7eb4efad69416f338e689ba8b43387b257b2380aac57faaf97f63c92,2025-04-05T00:00:00Z
EVID-00483,CASE-0140,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000928axkkkkkkk,raw gateway payload for payment pay_000928axkkkkkkk,eeccd062bcb0153c9bef9dd89f9573bb53f03e265eb9743ba9f33435076aa606,2025-04-05T00:00:00Z
EVID-00484,CASE-0141,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00147,SETTLEMENT_MISMATCH detected 88.94 by FR-SETTLE-CALC-001,8c3fd061228053324b400fe0b18d72dab18634875c8862d05de58f58557ecf8b,2025-04-05T00:00:00Z
EVID-00485,CASE-0141,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00486,CASE-0141,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000932axkkkkkkkkk,raw gateway payload for payment pay_000932axkkkkkkkkk,2cd6e0d3666b283fd92025e0b9fe84e2eb527378f1fed538dfedc0ea5c1a718e,2025-04-05T00:00:00Z
EVID-00487,CASE-0142,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00148,SETTLEMENT_MISMATCH detected 6.49 by FR-SETTLE-CALC-001,f8a2ef892a04abd013182bce808ef18935fba3c121de1dbda1fb71526f8655b8,2025-04-05T00:00:00Z
EVID-00488,CASE-0142,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00489,CASE-0142,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000939axkkkkk,raw gateway payload for payment pay_000939axkkkkk,1651e6c1407bece2ce608ebe6d076913778fb4d3cd1071024c673fd5dba17034,2025-04-05T00:00:00Z
EVID-00490,CASE-0143,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00149,SETTLEMENT_MISMATCH detected 1980.46 by FR-SETTLE-TIMING-001,44163aa558614c9d2208fd4b6ac8fefaa6a5559283abd4c7760524913e41b6fc,2025-04-05T00:00:00Z
EVID-00491,CASE-0143,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-TIMING-001,rule FR-SETTLE-TIMING-001 evaluated to LEAKAGE,b79283de7eb4efad69416f338e689ba8b43387b257b2380aac57faaf97f63c92,2025-04-05T00:00:00Z
EVID-00492,CASE-0143,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000952axkkkk,raw gateway payload for payment pay_000952axkkkk,f8ec09b5c661d35a87bdfbf39d2ce8c9cfeaaeedd88d8525d03df9c997237977,2025-04-05T00:00:00Z
EVID-00493,CASE-0144,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00150,REFUND_ECONOMICS detected 11.29 by FR-REFUND-ECON-001,556bd9c39312ef2f1f467fb35d0644d5e24ece6fddc685a7a6e9c9f1418a15d7,2025-04-05T00:00:00Z
EVID-00494,CASE-0144,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-REFUND-ECON-001,rule FR-REFUND-ECON-001 evaluated to LEAKAGE,072d2128cf5c3e963a54ce66aed510d191691f928efa61d5d53195f5ca83dd54,2025-04-05T00:00:00Z
EVID-00495,CASE-0144,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000964axkkkkkkkkkk,raw gateway payload for payment pay_000964axkkkkkkkkkk,e863a94f36fe7e6c9613733eb629f08e6376b4eb3956379c9d8fd21a2811880a,2025-04-05T00:00:00Z
EVID-00496,CASE-0145,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00151,SETTLEMENT_MISMATCH detected 953.0 by FR-SETTLE-TIMING-001,2d3b1b791432af8e72fa67f6493030fde114bede10684eb6e71b355a0c401db0,2025-04-05T00:00:00Z
EVID-00497,CASE-0145,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-TIMING-001,rule FR-SETTLE-TIMING-001 evaluated to LEAKAGE,b79283de7eb4efad69416f338e689ba8b43387b257b2380aac57faaf97f63c92,2025-04-05T00:00:00Z
EVID-00498,CASE-0145,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000971axkkkkkkkkk,raw gateway payload for payment pay_000971axkkkkkkkkk,5c32623a765815d2dd47ed3ee80baf0aed41ea3d3c997993f10f7c6ec7058f65,2025-04-05T00:00:00Z
EVID-00499,CASE-0146,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00152,FEE_DISCREPANCY detected 39.17 by FR-FEE-EXCESS-001,bf5a35b2c3696cdc777b3430290ff8889c324437978552cceab39973d42b76c8,2025-04-05T00:00:00Z
EVID-00500,CASE-0146,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
