action_id,case_id,tool_id,action_type,actor,status,risk_level,input_payload,result_payload,external_ref,idempotency_key,approval_id,amount,executed_at
ACT-0168,CASE-0124,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0124"", ""evidence_ids"": [""EVID-00426"", ""EVID-00427"", ""EVID-00428""]}","{""draft"": {""draft_id"": ""DRF-CASE-0124"", ""case_id"": ""CASE-0124"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-816 \u2014 \u20b914.34"", ""body"": ""Order ORD-816 (payment PAY-0816) was settled \u20b9469.77 against a contractual expectation of \u20b9747.4 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b914.34. Evidence attached: EVID-00426, EVID-00427, EVID-00428"", ""amount"": ""14.34""}, ""draft_id"": ""DRF-CASE-0124""}",DRF-CASE-0124,CASE-0124:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0169,CASE-0124,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0124"", ""evidence_ids"": [""EVID-00426"", ""EVID-00427"", ""EVID-00428""]}","{""dispute_id"": ""DIS-CASE-0124"", ""status"": ""SUBMITTED""}",DIS-CASE-0124,CASE-0124:CREATE_DISPUTE,APR-0077,,2025-04-05T00:00:00Z
ACT-0170,CASE-0067,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0067"", ""evidence_ids"": [""EVID-00228"", ""EVID-00229"", ""EVID-00230"", ""EVID-00231""]}","{""draft"": {""draft_id"": ""DRF-CASE-0067"", ""case_id"": ""CASE-0067"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-404 \u2014 \u20b914.16"", ""body"": ""Order ORD-404 (payment PAY-0404) was settled \u20b9592.57 against a contractual expectation of \u20b9606.73 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b914.16. Evidence attached: EVID-00228, EVID-00229, EVID-00230, EVID-00231"", ""amount"": ""14.16""}, ""draft_id"": ""DRF-CASE-0067""}",DRF-CASE-0067,CASE-0067:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0171,CASE-0105,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0105"", ""evidence_ids"": [""EVID-00358"", ""EVID-00359"", ""EVID-00360""]}","{""draft"": {""draft_id"": ""DRF-CASE-0105"", ""case_id"": ""CASE-0105"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-686 \u2014 \u20b913.94"", ""body"": ""Order ORD-686 (payment PAY-0686) was settled \u20b91143.83 against a contractual expectation of \u20b91840.64 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b913.94. Evidence attached: EVID-00358, EVID-00359, EVID-00360"", ""amount"": ""13.94""}, ""draft_id"": ""DRF-CASE-0105""}",DRF-CASE-0105,CASE-0105:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0172,CASE-0105,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0105"", ""evidence_ids"": [""EVID-00358"", ""EVID-00359"", ""EVID-00360""]}","{""dispute_id"": ""DIS-CASE-0105"", ""status"": ""SUBMITTED""}",DIS-CASE-0105,CASE-0105:CREATE_DISPUTE,APR-0078,,2025-04-05T00:00:00Z
ACT-0173,CASE-0016,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0016"", ""evidence_ids"": [""EVID-00053"", ""EVID-00054"", ""EVID-00055"", ""EVID-00056""]}","{""draft"": {""draft_id"": ""DRF-CASE-0016"", ""case_id"": ""CASE-0016"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-65 \u2014 \u20b913.9"", ""body"": ""Order ORD-65 (payment PAY-0065) was settled \u20b91562.94 against a contractual expectation of \u20b91574.72 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b913.9. Evidence attached: EVID-00053, EVID-00054, EVID-00055, EVID-00056"", ""amount"": ""13.9""}, ""draft_id"": ""DRF-CASE-0016""}",DRF-CASE-0016,CASE-0016:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0174,CASE-0001,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0001"", ""evidence_ids"": [""EVID-00001"", ""EVID-00002"", ""EVID-00003"", ""EVID-00004""]}","{""draft"": {""draft_id"": ""DRF-CASE-0001"", ""case_id"": ""CASE-0001"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-1 \u2014 \u20b913.78"", ""body"": ""Order ORD-1 (payment PAY-0001) was settled \u20b91189.73 against a contractual expectation of \u20b91201.41 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b913.78. Evidence attached: EVID-00001, EVID-00002, EVID-00003, EVID-00004"", ""amount"": ""13.78""}, ""draft_id"": ""DRF-CASE-0001""}",DRF-CASE-0001,CASE-0001:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0175,CASE-0066,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0066"", ""evidence_ids"": [""EVID-00225"", ""EVID-00226"", ""EVID-00227""]}","{""draft"": {""draft_id"": ""DRF-CASE-0066"", ""case_id"": ""CASE-0066"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-403 \u2014 \u20b913.19"", ""body"": ""Order ORD-403 (payment PAY-0403) was settled \u20b9559.69 against a contractual expectation of \u20b9572.88 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b913.19. Evidence attached: EVID-00225, EVID-00226, EVID-00227"", ""amount"": ""13.19""}, ""draft_id"": ""DRF-CASE-0066""}",DRF-CASE-0066,CASE-0066:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0176,CASE-0066,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0066"", ""evidence_ids"": [""EVID-00225"", ""EVID-00226"", ""EVID-00227""]}","{""dispute_id"": ""DIS-CASE-0066"", ""status"": ""SUBMITTED""}",DIS-CASE-0066,CASE-0066:CREATE_DISPUTE,APR-0079,,2025-04-05T00:00:00Z
ACT-0177,CASE-0079,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0079"", ""evidence_ids"": [""EVID-00270"", ""EVID-00271"", ""EVID-00272"", ""EVID-00273""]}","{""draft"": {""draft_id"": ""DRF-CASE-0079"", ""case_id"": ""CASE-0079"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-471 \u2014 \u20b912.17"", ""body"": ""Order ORD-471 (payment PAY-0471) was settled \u20b91311.59 against a contractual expectation of \u20b91321.9 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b912.17. Evidence attached: EVID-00270, EVID-00271, EVID-00272, EVID-00273"", ""amount"": ""12.17""}, ""draft_id"": ""DRF-CASE-0079""}",DRF-CASE-0079,CASE-0079:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0178,CASE-0033,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0033"", ""evidence_ids"": [""EVID-00112"", ""EVID-00113"", ""EVID-00114"", ""EVID-00115""]}","{""draft"": {""draft_id"": ""DRF-CASE-0033"", ""case_id"": ""CASE-0033"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-161 \u2014 \u20b911.36"", ""body"": ""Order ORD-161 (payment PAY-0161) was settled \u20b9949.55 against a contractual expectation of \u20b9959.18 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b911.36. Evidence attached: EVID-00112, EVID-00113, EVID-00114, EVID-00115"", ""amount"": ""11.36""}, ""draft_id"": ""DRF-CASE-0033""}",DRF-CASE-0033,CASE-0033:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0179,CASE-0144,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0144"", ""evidence_ids"": [""EVID-00493"", ""EVID-00494"", ""EVID-00495""]}","{""draft"": {""draft_id"": ""DRF-CASE-0144"", ""case_id"": ""CASE-0144"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-964 \u2014 \u20b911.29"", ""body"": ""Order ORD-964 (payment PAY-0964) was settled \u20b9642.48 against a contractual expectation of \u20b91206.87 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b911.29. Evidence attached: EVID-00493, EVID-00494, EVID-00495"", ""amount"": ""11.29""}, ""draft_id"": ""DRF-CASE-0144""}",DRF-CASE-0144,CASE-0144:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0180,CASE-0144,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0144"", ""evidence_ids"": [""EVID-00493"", ""EVID-00494"", ""EVID-00495""]}","{""dispute_id"": ""DIS-CASE-0144"", ""status"": ""SUBMITTED""}",DIS-CASE-0144,CASE-0144:CREATE_DISPUTE,APR-0080,,2025-04-05T00:00:00Z
ACT-0181,CASE-0034,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0034"", ""evidence_ids"": [""EVID-00116"", ""EVID-00117"", ""EVID-00118"", ""EVID-00119"", ""EVID-00120""]}","{""draft"": {""draft_id"": ""DRF-CASE-0034"", ""case_id"": ""CASE-0034"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-164 \u2014 \u20b910.56"", ""body"": ""Order ORD-164 (payment PAY-0164) was settled \u20b9281.74 against a contractual expectation of \u20b9292.3 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b910.56. Evidence attached: EVID-00116, EVID-00117, EVID-00118, EVID-00119, EVID-00120"", ""amount"": ""10.56""}, ""draft_id"": ""DRF-CASE-0034""}",DRF-CASE-0034,CASE-0034:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0182,CASE-0034,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0034"", ""evidence_ids"": [""EVID-00116"", ""EVID-00117"", ""EVID-00118"", ""EVID-00119"", ""EVID-00120""]}","{""dispute_id"": ""DIS-CASE-0034"", ""status"": ""SUBMITTED""}",DIS-CASE-0034,CASE-0034:CREATE_DISPUTE,APR-0081,,2025-04-05T00:00:00Z
ACT-0183,CASE-0011,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0011"", ""evidence_ids"": [""EVID-00036"", ""EVID-00037"", ""EVID-00038""]}","{""draft"": {""draft_id"": ""DRF-CASE-0011"", ""case_id"": ""CASE-0011"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-48 \u2014 \u20b99.94"", ""body"": ""Order ORD-48 (payment PAY-0048) was settled \u20b93051.11 against a contractual expectation of \u20b96091.15 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b99.94. Evidence attached: EVID-00036, EVID-00037, EVID-00038"", ""amount"": ""9.94""}, ""draft_id"": ""DRF-CASE-0011""}",DRF-CASE-0011,CASE-0011:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0184,CASE-0011,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0011"", ""evidence_ids"": [""EVID-00036"", ""EVID-00037"", ""EVID-00038""]}","{""dispute_id"": ""DIS-CASE-0011"", ""status"": ""SUBMITTED""}",DIS-CASE-0011,CASE-0011:CREATE_DISPUTE,APR-0082,,2025-04-05T00:00:00Z
ACT-0185,CASE-0110,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0110"", ""evidence_ids"": [""EVID-00374"", ""EVID-00375"", ""EVID-00376""]}","{""draft"": {""draft_id"": ""DRF-CASE-0110"", ""case_id"": ""CASE-0110"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-718 \u2014 \u20b98.86"", ""body"": ""Order ORD-718 (payment PAY-0718) was settled \u20b9729.88 against a contractual expectation of \u20b9738.74 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b98.86. Evidence attached: EVID-00374, EVID-00375, EVID-00376"", ""amount"": ""8.86""}, ""draft_id"": ""DRF-CASE-0110""}",DRF-CASE-0110,CASE-0110:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0186,CASE-0110,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0110"", ""evidence_ids"": [""EVID-00374"", ""EVID-00375"", ""EVID-00376""]}","{""dispute_id"": ""DIS-CASE-0110"", ""status"": ""SUBMITTED""}",DIS-CASE-0110,CASE-0110:CREATE_DISPUTE,APR-0083,,2025-04-05T00:00:00Z
ACT-0187,CASE-0005,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0005"", ""evidence_ids"": [""EVID-00016"", ""EVID-00017"", ""EVID-00018""]}","{""draft"": {""draft_id"": ""DRF-CASE-0005"", ""case_id"": ""CASE-0005"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-16 \u2014 \u20b98.83"", ""body"": ""Order ORD-16 (payment PAY-0016) was settled \u20b9595.52 against a contractual expectation of \u20b91036.95 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b98.83. Evidence attached: EVID-00016, EVID-00017, EVID-00018"", ""amount"": ""8.83""}, ""draft_id"": ""DRF-CASE-0005""}",DRF-CASE-0005,CASE-0005:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0188,CASE-0005,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0005"", ""evidence_ids"": [""EVID-00016"", ""EVID-00017"", ""EVID-00018""]}","{""dispute_id"": ""DIS-CASE-0005"", ""status"": ""SUBMITTED""}",DIS-CASE-0005,CASE-0005:CREATE_DISPUTE,APR-0084,,2025-04-05T00:00:00Z
ACT-0189,CASE-0068,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0068"", ""evidence_ids"": [""EVID-00232"", ""EVID-00233"", ""EVID-00234""]}","{""draft"": {""draft_id"": ""DRF-CASE-0068"", ""case_id"": ""CASE-0068"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-405 \u2014 \u20b98.41"", ""body"": ""Order ORD-405 (payment PAY-0405) was settled \u20b9520.07 against a contractual expectation of \u20b9940.82 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b98.41. Evidence attached: EVID-00232, EVID-00233, EVID-00234"", ""amount"": ""8.41""}, ""draft_id"": ""DRF-CASE-0068""}",DRF-CASE-0068,CASE-0068:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0190,CASE-0068,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0068"", ""evidence_ids"": [""EVID-00232"", ""EVID-00233"", ""EVID-00234""]}","{""dispute_id"": ""DIS-CASE-0068"", ""status"": ""SUBMITTED""}",DIS-CASE-0068,CASE-0068:CREATE_DISPUTE,APR-0085,,2025-04-05T00:00:00Z
ACT-0191,CASE-0115,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0115"", ""evidence_ids"": [""EVID-00393"", ""EVID-00394"", ""EVID-00395"", ""EVID-00396""]}","{""draft"": {""draft_id"": ""DRF-CASE-0115"", ""case_id"": ""CASE-0115"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-768 \u2014 \u20b98.32"", ""body"": ""Order ORD-768 (payment PAY-0768) was settled \u20b92809.43 against a contractual expectation of \u20b92816.48 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b98.32. Evidence attached: EVID-00393, EVID-00394, EVID-00395, EVID-00396"", ""amount"": ""8.32""}, ""draft_id"": ""DRF-CASE-0115""}",DRF-CASE-0115,CASE-0115:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0192,CASE-0111,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0111"", ""evidence_ids"": [""EVID-00377"", ""EVID-00378"", ""EVID-00379"", ""EVID-00380""]}","{""draft"": {""draft_id"": ""DRF-CASE-0111"", ""case_id"": ""CASE-0111"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-729 \u2014 \u20b98.12"", ""body"": ""Order ORD-729 (payment PAY-0729) was settled \u20b91703.78 against a contractual expectation of \u20b91711.9 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b98.12. Evidence attached: EVID-00377, EVID-00378, EVID-00379, EVID-00380"", ""amount"": ""8.12""}, ""draft_id"": ""DRF-CASE-0111""}",DRF-CASE-0111,CASE-0111:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0193,CASE-0113,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0113"", ""evidence_ids"": [""EVID-00386"", ""EVID-00387"", ""EVID-00388""]}","{""draft"": {""draft_id"": ""DRF-CASE-0113"", ""case_id"": ""CASE-0113"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-747 \u2014 \u20b98.08"", ""body"": ""Order ORD-747 (payment PAY-0747) was settled \u20b9445.51 against a contractual expectation of \u20b9870.48 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b98.08. Evidence attached: EVID-00386, EVID-00387, EVID-00388"", ""amount"": ""8.08""}, ""draft_id"": ""DRF-CASE-0113""}",DRF-CASE-0113,CASE-0113:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0194,CASE-0113,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0113"", ""evidence_ids"": [""EVID-00386"", ""EVID-00387"", ""EVID-00388""]}","{""dispute_id"": ""DIS-CASE-0113"", ""status"": ""SUBMITTED""}",DIS-CASE-0113,CASE-0113:CREATE_DISPUTE,APR-0086,,2025-04-05T00:00:00Z
ACT-0195,CASE-0043,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0043"", ""evidence_ids"": [""EVID-00146"", ""EVID-00147"", ""EVID-00148"", ""EVID-00149""]}","{""draft"": {""draft_id"": ""DRF-CASE-0043"", ""case_id"": ""CASE-0043"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-201 \u2014 \u20b97.58"", ""body"": ""Order ORD-201 (payment PAY-0201) was settled \u20b9232.14 against a contractual expectation of \u20b9313.59 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b97.58. Evidence attached: EVID-00146, EVID-00147, EVID-00148, EVID-00149"", ""amount"": ""7.58""}, ""draft_id"": ""DRF-CASE-0043""}",DRF-CASE-0043,CASE-0043:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0196,CASE-0022,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0022"", ""evidence_ids"": [""EVID-00073"", ""EVID-00074"", ""EVID-00075"", ""EVID-00076""]}","{""draft"": {""draft_id"": ""DRF-CASE-0022"", ""case_id"": ""CASE-0022"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-82 \u2014 \u20b97.48"", ""body"": ""Order ORD-82 (payment PAY-0082) was settled \u20b91372.4 against a contractual expectation of \u20b91378.74 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b97.48. Evidence attached: EVID-00073, EVID-00074, EVID-00075, EVID-00076"", ""amount"": ""7.48""}, ""draft_id"": ""DRF-CASE-0022""}",DRF-CASE-0022,CASE-0022:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0197,CASE-0054,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0054"", ""evidence_ids"": [""EVID-00184"", ""EVID-00185"", ""EVID-00186"", ""EVID-00187""]}","{""draft"": {""draft_id"": ""DRF-CASE-0054"", ""case_id"": ""CASE-0054"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-291 \u2014 \u20b97.38"", ""body"": ""Order ORD-291 (payment PAY-0291) was settled \u20b91202.65 against a contractual expectation of \u20b91208.91 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b97.38. Evidence attached: EVID-00184, EVID-00185, EVID-00186, EVID-00187"", ""amount"": ""7.38""}, ""draft_id"": ""DRF-CASE-0054""}",DRF-CASE-0054,CASE-0054:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0198,CASE-0051,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0051"", ""evidence_ids"": [""EVID-00173"", ""EVID-00174"", ""EVID-00175"", ""EVID-00176""]}","{""draft"": {""draft_id"": ""DRF-CASE-0051"", ""case_id"": ""CASE-0051"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-280 \u2014 \u20b97.07"", ""body"": ""Order ORD-280 (payment PAY-0280) was settled \u20b9584.84 against a contractual expectation of \u20b9590.83 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b97.07. Evidence attached: EVID-00173, EVID-00174, EVID-00175, EVID-00176"", ""amount"": ""7.07""}, ""draft_id"": ""DRF-CASE-0051""}",DRF-CASE-0051,CASE-0051:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0199,CASE-0142,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0142"", ""evidence_ids"": [""EVID-00487"", ""EVID-00488"", ""EVID-00489""]}","{""draft"": {""draft_id"": ""DRF-CASE-0142"", ""case_id"": ""CASE-0142"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-939 \u2014 \u20b96.49"", ""body"": ""Order ORD-939 (payment PAY-0939) was settled \u20b9189.5 against a contractual expectation of \u20b9297.58 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b96.49. Evidence attached: EVID-00487, EVID-00488, EVID-00489"", ""amount"": ""6.49""}, ""draft_id"": ""DRF-CASE-0142""}",DRF-CASE-0142,CASE-0142:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0200,CASE-0142,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0142"", ""evidence_ids"": [""EVID-00487"", ""EVID-00488"", ""EVID-00489""]}","{""dispute_id"": ""DIS-CASE-0142"", ""status"": ""SUBMITTED""}",DIS-CASE-0142,CASE-0142:CREATE_DISPUTE,APR-0087,,2025-04-05T00:00:00Z
ACT-0201,CASE-0036,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0036"", ""evidence_ids"": [""EVID-00124"", ""EVID-00125"", ""EVID-00126""]}","{""draft"": {""draft_id"": ""DRF-CASE-0036"", ""case_id"": ""CASE-0036"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-173 \u2014 \u20b96.39"", ""body"": ""Order ORD-173 (payment PAY-0173) was settled \u20b91218.43 against a contractual expectation of \u20b91537.95 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b96.39. Evidence attached: EVID-00124, EVID-00125, EVID-00126"", ""amount"": ""6.39""}, ""draft_id"": ""DRF-CASE-0036""}",DRF-CASE-0036,CASE-0036:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0202,CASE-0036,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0036"", ""evidence_ids"": [""EVID-00124"", ""EVID-00125"", ""EVID-00126""]}","{""dispute_id"": ""DIS-CASE-0036"", ""status"": ""SUBMITTED""}",DIS-CASE-0036,CASE-0036:CREATE_DISPUTE,APR-0088,,2025-04-05T00:00:00Z
ACT-0203,CASE-0065,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0065"", ""evidence_ids"": [""EVID-00221"", ""EVID-00222"", ""EVID-00223"", ""EVID-00224""]}","{""draft"": {""draft_id"": ""DRF-CASE-0065"", ""case_id"": ""CASE-0065"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-391 \u2014 \u20b96.25"", ""body"": ""Order ORD-391 (payment PAY-0391) was settled \u20b9621.04 against a contractual expectation of \u20b9626.34 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b96.25. Evidence attached: EVID-00221, EVID-00222, EVID-00223, EVID-00224"", ""amount"": ""6.25""}, ""draft_id"": ""DRF-CASE-0065""}",DRF-CASE-0065,CASE-0065:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0204,CASE-0064,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0064"", ""evidence_ids"": [""EVID-00218"", ""EVID-00219"", ""EVID-00220""]}","{""draft"": {""draft_id"": ""DRF-CASE-0064"", ""case_id"": ""CASE-0064"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-388 \u2014 \u20b96.08"", ""body"": ""Order ORD-388 (payment PAY-0388) was settled \u20b91212.96 against a contractual expectation of \u20b91532.92 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b96.08. Evidence attached: EVID-00218, EVID-00219, EVID-00220"", ""amount"": ""6.08""}, ""draft_id"": ""DRF-CASE-0064""}",DRF-CASE-0064,CASE-0064:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0205,CASE-0064,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0064"", ""evidence_ids"": [""EVID-00218"", ""EVID-00219"", ""EVID-00220""]}","{""dispute_id"": ""DIS-CASE-0064"", ""status"": ""SUBMITTED""}",DIS-CASE-0064,CASE-0064:CREATE_DISPUTE,APR-0089,,2025-04-05T00:00:00Z
